Number,Model Number,Augmented
58,01,False
58,02,False
58,03,False
58,04,False
58,05,False
59,01,False
59,02,False
59,03,False
59,04,False
59,05,False
60,01,False
60,02,False
60,03,False
60,04,False
60,05,False
62,01,False
62,02,False
62,03,False
62,04,False
62,05,False
63,01,False
63,02,False
63,03,False
63,04,False
63,05,False
64,01,False
64,02,False
64,03,False
64,04,False
64,05,False
65,01,False
65,02,False
65,03,False
65,04,False
65,05,False
66,01,False
66,02,False
66,03,False
66,04,False
66,05,False
67,01,False
67,02,False
67,03,False
67,04,False
67,05,False
68,01,False
68,02,False
68,03,False
68,04,False
68,05,False
69,01,False
69,02,False
69,03,False
69,04,False
69,05,False
70,01,False
70,02,False
70,03,False
70,04,False
70,05,False
71,01,False
71,02,False
71,03,False
71,04,False
71,05,False
72,01,False
72,02,False
72,03,False
72,04,False
72,05,False
73,01,False
73,02,False
73,03,False
73,04,False
73,05,False
74,01,False
74,02,False
74,03,False
74,04,False
74,05,False
75,02,False
75,03,False
75,04,False
75,05,False
76,01,False
76,02,False
76,03,False
76,04,False
76,05,False
77,02,False
77,04,False
78,01,False
78,02,False
78,03,False
78,04,False
78,05,False
79,01,False
79,02,False
79,03,False
79,04,False
79,05,False
80,01,False
80,02,False
80,03,False
80,04,False
80,05,False
81,01,False
81,02,False
81,03,False
81,04,False
81,05,False
82,01,False
82,02,False
82,03,False
82,04,False
82,05,False
83,01,False
83,02,False
83,03,False
83,04,False
83,05,False
84,01,False
84,02,False
84,03,False
84,04,False
84,05,False
85,01,False
85,02,False
85,03,False
85,04,False
85,05,False
86,01,False
86,02,False
86,03,False
86,04,False
86,05,False
87,01,False
87,02,False
87,03,False
87,04,False
87,05,False
88,01,False
88,02,False
88,03,False
88,04,False
88,05,False
89,01,False
89,02,False
89,03,False
89,04,False
89,05,False
90,01,False
90,02,False
90,03,False
90,04,False
90,05,False
91,01,False
91,02,False
91,03,False
91,04,False
91,05,False
92,01,False
92,02,False
92,03,False
92,04,False
92,05,False
93,01,False
93,02,False
93,03,False
93,04,False
93,05,False
94,01,False
94,02,False
94,03,False
94,04,False
94,05,False
95,01,False
95,02,False
95,03,False
95,04,False
95,05,False
96,01,False
96,02,False
96,03,False
96,04,False
96,05,False
97,01,False
97,02,False
97,03,False
97,04,False
97,05,False
98,01,False
98,02,False
98,03,False
98,04,False
98,05,False
99,01,False
99,02,False
99,03,False
99,04,False
99,05,False
100,01,False
100,02,False
100,03,False
100,04,False
100,05,False
101,01,False
101,02,False
101,03,False
101,04,False
101,05,False
102,01,False
102,02,False
102,03,False
102,04,False
102,05,False
103,01,False
103,02,False
103,03,False
103,04,False
103,05,False
104,01,False
104,02,False
104,03,False
104,04,False
104,05,False
105,01,False
105,02,False
105,03,False
105,04,False
105,05,False
106,01,False
106,02,False
106,03,False
106,04,False
106,05,False
107,01,False
107,02,False
107,03,False
107,04,False
107,05,False
108,01,False
108,02,False
108,03,False
108,04,False
108,05,False
109,01,False
109,02,False
109,03,False
109,04,False
109,05,False
110,01,False
110,02,False
110,03,False
110,04,False
110,05,False
111,01,False
111,02,False
111,03,False
111,04,False
111,05,False
112,01,False
112,02,False
112,03,False
112,04,False
112,05,False
113,01,False
113,02,False
113,03,False
113,04,False
113,05,False
114,01,False
114,02,False
114,03,False
114,04,False
114,05,False
115,01,False
115,02,False
115,03,False
115,04,False
115,05,False
116,01,False
116,02,False
116,03,False
116,04,False
116,05,False
117,01,False
117,02,False
117,03,False
117,04,False
117,05,False
118,01,False
118,02,False
118,03,False
118,04,False
118,05,False
119,01,False
119,02,False
119,03,False
119,04,False
119,05,False
120,01,False
120,02,False
120,03,False
120,04,False
120,05,False
121,01,False
121,02,False
121,03,False
121,04,False
121,05,False
122,01,False
122,02,False
122,03,False
122,04,False
122,05,False
123,01,False
123,02,False
123,03,False
123,04,False
123,05,False
124,01,False
124,02,False
124,03,False
124,04,False
124,05,False
125,01,False
125,02,False
125,03,False
125,04,False
125,05,False
126,01,False
126,02,False
126,03,False
126,04,False
126,05,False
127,01,False
127,02,False
127,03,False
127,04,False
127,05,False
128,01,False
128,02,False
128,03,False
128,04,False
128,05,False
129,01,False
129,02,False
129,03,False
129,04,False
129,05,False
130,01,False
130,02,False
130,03,False
130,04,False
130,05,False
131,01,False
131,02,False
131,03,False
131,04,False
131,05,False
132,01,False
132,02,False
132,03,False
132,04,False
132,05,False
133,01,False
133,02,False
133,03,False
133,04,False
133,05,False
134,01,False
134,02,False
134,03,False
134,04,False
134,05,False
135,01,False
135,02,False
135,03,False
135,04,False
135,05,False
136,01,False
136,02,False
136,03,False
136,04,False
136,05,False
137,01,False
137,02,False
137,03,False
137,04,False
137,05,False
138,01,False
138,02,False
138,03,False
138,04,False
138,05,False
139,01,False
139,02,False
139,03,False
139,04,False
139,05,False
140,01,False
140,02,False
140,03,False
140,04,False
140,05,False
141,01,False
141,02,False
141,03,False
141,04,False
141,05,False
142,01,False
142,02,False
142,03,False
142,04,False
142,05,False
143,01,False
143,03,False
143,04,False
143,05,False
144,01,False
144,02,False
144,03,False
144,04,False
144,05,False
145,01,False
145,02,False
145,03,False
145,04,False
145,05,False
146,01,False
146,02,False
146,03,False
146,04,False
146,05,False
147,01,False
147,02,False
147,03,False
147,04,False
147,05,False
148,01,False
148,02,False
148,03,False
148,04,False
148,05,False
149,01,False
149,02,False
149,03,False
149,04,False
149,05,False
150,01,False
150,02,False
150,03,False
150,04,False
150,05,False
151,01,False
151,02,False
151,03,False
151,04,False
151,05,False
152,01,False
152,02,False
152,03,False
152,04,False
152,05,False
153,01,False
153,02,False
153,03,False
153,04,False
153,05,False
154,01,False
154,02,False
154,03,False
154,04,False
154,05,False
155,01,False
155,02,False
155,03,False
155,04,False
155,05,False
156,01,False
156,02,False
156,03,False
156,04,False
156,05,False
157,01,False
157,02,False
157,03,False
157,04,False
157,05,False
158,01,False
158,02,False
158,03,False
158,04,False
158,05,False
159,01,False
159,02,False
159,03,False
159,04,False
159,05,False
160,01,False
160,02,False
160,03,False
160,04,False
160,05,False
161,01,False
161,02,False
161,03,False
161,04,False
161,05,False
162,01,False
162,02,False
162,03,False
162,04,False
162,05,False
163,01,False
163,02,False
163,03,False
163,04,False
163,05,False
164,01,False
164,02,False
164,03,False
164,04,False
164,05,False
165,01,False
165,02,False
165,03,False
165,04,False
165,05,False
166,01,False
166,02,False
166,03,False
166,04,False
166,05,False
167,01,False
167,02,False
167,03,False
167,04,False
167,05,False
169,01,False
169,02,False
169,03,False
169,04,False
169,05,False
170,01,False
170,02,False
170,03,False
170,04,False
170,05,False
171,01,False
171,02,False
171,03,False
171,04,False
171,05,False
172,01,False
172,02,False
172,03,False
172,04,False
172,05,False
173,01,False
173,02,False
173,03,False
173,04,False
173,05,False
174,01,False
174,02,False
174,03,False
174,04,False
174,05,False
175,01,False
175,02,False
175,03,False
175,04,False
175,05,False
176,01,False
176,02,False
176,03,False
176,04,False
176,05,False
177,01,False
177,02,False
177,03,False
177,04,False
177,05,False
178,01,False
178,02,False
178,03,False
178,04,False
178,05,False
179,01,False
179,02,False
179,03,False
179,04,False
179,05,False
182,01,False
182,02,False
182,03,False
182,04,False
182,05,False
183,01,False
183,02,False
183,03,False
183,04,False
183,05,False
184,01,False
184,02,False
184,03,False
184,04,False
184,05,False
185,01,False
185,02,False
185,03,False
185,04,False
185,05,False
186,01,False
186,02,False
186,03,False
186,05,False
187,01,False
187,02,False
187,03,False
187,05,False
188,01,False
188,02,False
188,03,False
188,04,False
188,05,False
189,01,False
189,02,False
189,03,False
189,04,False
189,05,False
190,01,False
190,02,False
190,03,False
190,04,False
190,05,False
191,01,False
191,02,False
191,03,False
191,04,False
191,05,False
192,01,False
192,02,False
192,03,False
192,04,False
192,05,False
193,01,False
193,02,False
193,03,False
193,04,False
193,05,False
